1 0.027827 4.92222222222e-05
2 0.0250685 -0.00193767283951
3 0.026278 2.19986282579e-05
4 0.0254619 -6.47680003048e-05
5 0.0248365 1.89061108147e-05
6 0.0241769 4.86837188477e-05
7 0.023549 9.10119488797e-05
8 0.0229114 0.000105022728077
9 0.0223295 0.000156633207853
10 0.021665 0.000108046174302
11 0.0210409 8.27504472377e-05
12 0.0204558 7.98212681478e-05
13 0.0198996 8.96206773659e-05
14 0.0193723 0.000112597880772
15 0.0187777 5.29896063065e-05
16 0.0182913 8.67204505757e-05
17 0.0177593 6.04032158375e-05
18 0.0172818 7.45392376198e-05
19 0.0167536 2.43187032415e-05
20 0.0163608 9.62209614848e-05
21 0.0158454 3.26148236658e-05
22 0.015405 3.14588563417e-05
23 0.0149716 2.51016658878e-05
24 0.0145419 1.05821751687e-05
25 0.0141877 6.00298925251e-05
26 0.0138022 6.69651732883e-05
27 0.0133917 3.79994740303e-05
28 0.0130444 6.16355997517e-05
29 0.0126605 3.8367944203e-05
30 0.0123322 6.06827235307e-05
31 0.0119536 2.29582034326e-05
32 0.0116114 1.21649200039e-05
33 0.0112924 1.53658944483e-05
34 0.010994 3.02168418247e-05
35 0.0106977 3.84663739962e-05
36 0.0104073 4.41561969408e-05
37 0.0100836 8.32130258133e-06
38 0.0098351 3.96901552874e-05
39 0.009504 -1.93151268039e-05
40 0.0092908 3.20214044962e-05
41 0.0089389 -6.26903011843e-05
42 0.0088023 5.07538738486e-05
43 0.0085333 2.48523773528e-05
44 0.0083405 6.83981446486e-05
45 0.0080413 -1.0212482583e-06
46 0.0078317 1.27765641933e-05
47 0.0076223 2.05688818546e-05
48 0.0073978 7.22807958087e-06
49 0.0072289 4.3621744037e-05
50 0.0070029 1.72128067026e-05
51 0.0067962 4.55967318308e-06
52 0.0065992 -3.783651072e-06
53 0.0064361 1.65325614578e-05
54 0.0062651 2.38538791951e-05
55 0.0060866 1.87218269952e-05
56 0.0059089 9.57399846755e-06
57 0.0057515 1.60441651768e-05
58 0.0055906 1.44623828108e-05
59 0.0054186 -2.64490560064e-06
60 0.0052775 6.84523066604e-06
61 0.0051512 2.6952307592e-05
62 0.004963 -1.890747873e-05
63 0.0048725 2.89788401236e-05
64 0.0046817 -2.72789054354e-05
65 0.00461 3.182606416e-05
66 0.0044751 2.40975623778e-05
67 0.0043285 1.13651897843e-06
68 0.0042003 -6.85893988208e-06
69 0.004088 -2.29341377425e-06
70 0.0039468 -2.98741522805e-05
